epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,563.73,1.01827,1.59406,1.01536,1.12749,0,0.65133,0.61886,0.65916,0.40025,0.63017,0.60989,0.61932,0.33664,1.03284,1.60117,1.04891,1.07483,0,0.00128753,0.00128753,0.00128753
12,609.937,0.97867,1.56814,0.98533,1.10787,0,0.63841,0.62455,0.65672,0.40314,0.63176,0.62595,0.62822,0.3463,1.02168,1.59033,1.01534,1.05866,0,0.00127338,0.00127338,0.00127338
13,655.934,0.98488,1.56756,0.95679,1.10919,0,0.68656,0.6486,0.66771,0.40525,0.6545,0.62299,0.62024,0.33528,0.97852,1.55149,0.9191,1.04848,0,0.00125923,0.00125923,0.00125923
14,702.913,0.94338,1.52548,0.94237,1.09495,0,0.63827,0.6331,0.65637,0.41302,0.62693,0.6249,0.63777,0.35869,0.95596,1.52346,0.9352,1.02387,0,0.00124509,0.00124509,0.00124509
15,750.894,0.94215,1.50547,0.93051,1.10033,0,0.6725,0.60958,0.66334,0.41438,0.65791,0.59121,0.63712,0.36114,0.94684,1.46764,0.9454,1.0222,0,0.00123094,0.00123094,0.00123094
16,798.686,0.94822,1.52842,0.92894,1.09149,0,0.72992,0.65076,0.70089,0.44261,0.73191,0.62883,0.67802,0.38767,0.94285,1.48683,0.88688,1.02074,0,0.00121679,0.00121679,0.00121679
17,845.238,0.94675,1.50364,0.88807,1.0994,0,0.66179,0.67976,0.70922,0.4387,0.62559,0.69422,0.68595,0.37677,0.93176,1.53777,0.87232,1.01724,0,0.00120265,0.00120265,0.00120265
18,891.284,0.93615,1.48217,0.88214,1.08691,0,0.6213,0.71129,0.71935,0.45272,0.60886,0.69635,0.69942,0.39682,0.93518,1.46748,0.91139,1.01263,0,0.0011885,0.0011885,0.0011885
19,937.672,0.91701,1.45488,0.8461,1.0793,0,0.74126,0.66539,0.73041,0.46234,0.7278,0.65358,0.70762,0.4064,0.93586,1.48247,0.84097,1.00889,0,0.00117435,0.00117435,0.00117435
20,984.147,0.88849,1.42285,0.82915,1.06851,0,0.66071,0.7185,0.72504,0.47191,0.68282,0.67997,0.7073,0.41337,0.92731,1.49757,0.83567,1.00557,0,0.00116021,0.00116021,0.00116021
21,1030.19,0.88835,1.4177,0.8328,1.06426,0,0.80366,0.67913,0.73783,0.46759,0.84611,0.63511,0.70208,0.40097,0.91709,1.51539,0.82411,1.01409,0,0.00114606,0.00114606,0.00114606
22,1076.27,0.88964,1.44213,0.84435,1.07363,0,0.74111,0.66101,0.72104,0.45973,0.71129,0.6435,0.69203,0.40004,0.91402,1.45304,0.86014,1.0152,0,0.00113191,0.00113191,0.00113191
23,1122.28,0.90708,1.45648,0.83281,1.08045,0,0.77743,0.65361,0.72556,0.4744,0.75743,0.65238,0.71418,0.41476,0.91155,1.41182,0.80719,0.9888,0,0.00111776,0.00111776,0.00111776
24,1168.58,0.87875,1.40274,0.79275,1.06454,0,0.74511,0.68908,0.74995,0.47244,0.7153,0.66767,0.71816,0.40893,0.91447,1.43925,0.80364,1.00706,0,0.00110362,0.00110362,0.00110362
25,1215.96,0.89202,1.38905,0.82844,1.06605,0,0.77482,0.64781,0.72941,0.46625,0.7464,0.65288,0.69956,0.40215,0.89521,1.40409,0.81954,0.99253,0,0.00108947,0.00108947,0.00108947
26,1262.6,0.88938,1.37825,0.80361,1.06162,0,0.77525,0.68019,0.74287,0.47109,0.7512,0.6468,0.70228,0.40413,0.9054,1.44756,0.82132,0.99952,0,0.00107532,0.00107532,0.00107532
27,1309.49,0.88789,1.39587,0.78533,1.06065,0,0.70048,0.61498,0.68532,0.44616,0.71623,0.61923,0.68222,0.39663,0.89136,1.4138,0.82608,0.98895,0,0.00106118,0.00106118,0.00106118
28,1356.22,0.87435,1.3961,0.78641,1.05356,0,0.84193,0.66278,0.72124,0.45341,0.82361,0.64366,0.6873,0.38688,0.89167,1.4453,0.8378,0.98854,0,0.00104703,0.00104703,0.00104703
29,1402.79,0.87465,1.39641,0.83245,1.06279,0,0.69902,0.69854,0.72628,0.46239,0.74912,0.63639,0.69742,0.40459,0.86643,1.40153,0.82575,0.95838,0,0.00103288,0.00103288,0.00103288
30,1449.4,0.85469,1.35121,0.77364,1.04384,0,0.66916,0.72504,0.75027,0.48643,0.64596,0.70282,0.69497,0.40947,0.85815,1.40781,0.77099,0.96478,0,0.00101873,0.00101873,0.00101873
31,1496.25,0.84946,1.36266,0.74306,1.04313,0,0.68931,0.68548,0.70756,0.4572,0.71847,0.66205,0.68342,0.39567,0.86521,1.37431,0.81313,0.96622,0,0.00100459,0.00100459,0.00100459
32,1543.05,0.85803,1.3456,0.75406,1.04692,0,0.68265,0.66534,0.70943,0.46016,0.68184,0.65015,0.68646,0.39918,0.90123,1.42621,0.81423,0.98848,0,0.00099044,0.00099044,0.00099044
33,1589.55,0.85764,1.3359,0.76335,1.0504,0,0.71251,0.67747,0.70314,0.45471,0.70759,0.66406,0.69086,0.40554,0.87186,1.3781,0.81278,0.97579,0,0.000976293,0.000976293,0.000976293
34,1635.66,0.86907,1.36566,0.78791,1.0478,0,0.71444,0.64614,0.70313,0.44497,0.70924,0.64395,0.6925,0.39921,0.8945,1.40868,0.87107,0.98495,0,0.000962146,0.000962146,0.000962146
35,1681.67,0.84453,1.32358,0.75006,1.04461,0,0.68143,0.72694,0.73763,0.4723,0.66122,0.68099,0.68881,0.37452,0.88855,1.40861,0.79797,0.98089,0,0.000947999,0.000947999,0.000947999
36,1727.68,0.83263,1.31668,0.70745,1.0285,0,0.73246,0.71319,0.74018,0.47577,0.75839,0.69789,0.73669,0.4145,0.88632,1.39263,0.79506,0.98335,0,0.000933851,0.000933851,0.000933851
37,1774.07,0.8114,1.30032,0.70715,1.02845,0,0.66972,0.69462,0.70752,0.47497,0.65722,0.67836,0.67837,0.41125,0.87322,1.37783,0.83162,0.97521,0,0.000919704,0.000919704,0.000919704
38,1820.28,0.81923,1.31171,0.70658,1.02331,0,0.69516,0.64941,0.67537,0.45164,0.67788,0.63312,0.66294,0.41391,0.88492,1.38633,0.87445,0.96254,0,0.000905557,0.000905557,0.000905557
39,1865.98,0.82865,1.2983,0.7425,1.04745,0,0.7433,0.63714,0.71945,0.45569,0.68827,0.67882,0.71118,0.41489,0.88817,1.39589,0.79491,0.97972,0,0.00089141,0.00089141,0.00089141
40,1911.82,0.82015,1.2826,0.71407,1.03293,0,0.59478,0.71098,0.64078,0.42592,0.58295,0.69348,0.61989,0.36806,0.88789,1.36071,0.83203,0.98165,0,0.000877263,0.000877263,0.000877263
41,1959.4,0.82123,1.29175,0.71094,1.03755,0,0.75395,0.69266,0.75987,0.49949,0.74774,0.70136,0.74409,0.42631,0.87849,1.38134,0.77352,0.96674,0,0.000863116,0.000863116,0.000863116
42,2007.16,0.82104,1.30146,0.70986,1.02913,0,0.64209,0.69648,0.69046,0.45546,0.62588,0.68533,0.66879,0.39073,0.85997,1.40318,0.80173,0.97093,0,0.000848969,0.000848969,0.000848969
43,2054.52,0.79641,1.25896,0.67328,1.0206,0,0.7436,0.65809,0.71005,0.46436,0.72646,0.64121,0.68638,0.41011,0.85034,1.35941,0.73099,0.96129,0,0.000834822,0.000834822,0.000834822
44,2102.13,0.81766,1.28853,0.72784,1.02356,0,0.76882,0.70451,0.74273,0.46995,0.73889,0.69294,0.72438,0.41273,0.84666,1.37153,0.76293,0.96514,0,0.000820675,0.000820675,0.000820675
45,2149.64,0.8037,1.26093,0.68116,1.0159,0,0.69893,0.64695,0.70143,0.46066,0.68845,0.6378,0.67865,0.40068,0.84693,1.3672,0.78627,0.95769,0,0.000806528,0.000806528,0.000806528
46,2197.35,0.82398,1.27027,0.68332,1.02974,0,0.74897,0.66259,0.71423,0.46511,0.74051,0.62909,0.69194,0.40919,0.84075,1.32229,0.73744,0.95265,0,0.00079238,0.00079238,0.00079238
47,2245.28,0.79991,1.28553,0.67459,1.01563,0,0.77561,0.65652,0.72706,0.46538,0.78364,0.6548,0.71019,0.41723,0.83178,1.34237,0.74188,0.95687,0,0.000778233,0.000778233,0.000778233
48,2292.78,0.80322,1.26967,0.68185,1.01589,0,0.81448,0.67286,0.73296,0.48135,0.79577,0.6564,0.71466,0.41807,0.84637,1.31953,0.73196,0.96628,0,0.000764086,0.000764086,0.000764086
49,2340.24,0.79078,1.22857,0.66592,1.02075,0,0.70217,0.64763,0.72212,0.481,0.71233,0.62134,0.70984,0.43125,0.83983,1.2937,0.76321,0.96232,0,0.000749939,0.000749939,0.000749939
50,2387.75,0.79123,1.26349,0.67436,1.01527,0,0.74092,0.64938,0.74405,0.48198,0.73673,0.63023,0.71617,0.4138,0.84419,1.34458,0.76319,0.9628,0,0.000735792,0.000735792,0.000735792
51,2435.45,0.77621,1.23047,0.65819,1.01103,0,0.81085,0.64415,0.75493,0.49827,0.69392,0.7373,0.73875,0.4347,0.84344,1.32387,0.70869,0.95115,0,0.000721645,0.000721645,0.000721645
52,2483.01,0.7738,1.22963,0.64655,1.00397,0,0.66273,0.66898,0.69311,0.45687,0.63715,0.6767,0.67529,0.40114,0.83393,1.32134,0.7825,0.94871,0,0.000707498,0.000707498,0.000707498
53,2530.25,0.78851,1.22248,0.66587,1.01284,0,0.71092,0.72971,0.75765,0.49327,0.70079,0.72492,0.73757,0.42796,0.83337,1.32476,0.7232,0.95075,0,0.000693351,0.000693351,0.000693351
54,2577.69,0.78276,1.25357,0.64311,1.01002,0,0.76569,0.73231,0.77007,0.50323,0.75622,0.72071,0.74771,0.44175,0.82117,1.29663,0.70843,0.93779,0,0.000679204,0.000679204,0.000679204
55,2625.15,0.76921,1.22136,0.69188,1.00104,0,0.72331,0.6773,0.7475,0.48701,0.72315,0.67257,0.7194,0.42169,0.8127,1.33495,0.74243,0.93718,0,0.000665057,0.000665057,0.000665057
56,2672.7,0.7592,1.20686,0.64816,0.99741,0,0.75508,0.70933,0.74044,0.48353,0.74586,0.69519,0.72019,0.43218,0.83142,1.3339,0.74759,0.9551,0,0.000650909,0.000650909,0.000650909
57,2720.19,0.76411,1.20773,0.62649,0.99751,0,0.67225,0.70434,0.73663,0.48639,0.6751,0.70595,0.71373,0.4232,0.82273,1.31276,0.71501,0.93919,0,0.000636762,0.000636762,0.000636762
58,2767.74,0.76056,1.20684,0.63305,1.0036,0,0.69854,0.71802,0.74769,0.49053,0.70742,0.7285,0.73434,0.42701,0.83696,1.31544,0.71674,0.96132,0,0.000622615,0.000622615,0.000622615
59,2815.52,0.75056,1.19715,0.62965,1.00272,0,0.67553,0.68965,0.73284,0.49057,0.65615,0.69294,0.70489,0.43258,0.84478,1.32021,0.73112,0.95112,0,0.000608468,0.000608468,0.000608468
60,2863.15,0.77206,1.19791,0.6186,1.00832,0,0.67845,0.714,0.73998,0.48718,0.64859,0.68295,0.68526,0.41262,0.8373,1.30864,0.72389,0.95779,0,0.000594321,0.000594321,0.000594321
61,2910.49,0.75173,1.18277,0.6018,0.9949,0,0.65955,0.74045,0.74217,0.47565,0.65967,0.74566,0.72822,0.41404,0.83,1.34397,0.70809,0.94388,0,0.000580174,0.000580174,0.000580174
62,2957.78,0.74888,1.19301,0.62706,0.99286,0,0.68837,0.69803,0.7398,0.49643,0.68904,0.70356,0.72239,0.43654,0.81664,1.28313,0.71323,0.93419,0,0.000566027,0.000566027,0.000566027
63,3005.15,0.74462,1.19343,0.60281,0.98714,0,0.77454,0.72039,0.78049,0.51659,0.79401,0.74777,0.76832,0.45263,0.80976,1.30066,0.69288,0.9393,0,0.00055188,0.00055188,0.00055188
64,3052.57,0.76114,1.19098,0.60714,0.99219,0,0.75886,0.69833,0.76497,0.50002,0.75456,0.69377,0.74383,0.44477,0.80176,1.27671,0.68581,0.93086,0,0.000537733,0.000537733,0.000537733
65,3099.89,0.73347,1.16696,0.59843,0.98794,0,0.6961,0.72105,0.75335,0.49245,0.68945,0.71349,0.73225,0.42091,0.82655,1.29187,0.75852,0.94467,0,0.000523586,0.000523586,0.000523586
66,3147.48,0.72926,1.1504,0.57943,0.98407,0,0.77114,0.73208,0.77627,0.50792,0.77784,0.72569,0.76039,0.44721,0.80918,1.28182,0.66218,0.93957,0,0.000509438,0.000509438,0.000509438
67,3194.93,0.73486,1.17739,0.58695,0.98993,0,0.72488,0.73516,0.75521,0.49138,0.70077,0.7523,0.74327,0.42677,0.8109,1.30363,0.73008,0.9482,0,0.000495291,0.000495291,0.000495291
68,3242.32,0.74845,1.1845,0.59143,0.98008,0,0.69844,0.69688,0.75133,0.48807,0.70478,0.69457,0.74049,0.4333,0.80275,1.27794,0.71687,0.92641,0,0.000481144,0.000481144,0.000481144
69,3289.87,0.74521,1.19416,0.61189,0.99276,0,0.74974,0.70264,0.76578,0.50401,0.74964,0.69481,0.74696,0.44613,0.80125,1.29309,0.69762,0.92949,0,0.000466997,0.000466997,0.000466997
70,3337.23,0.72449,1.15221,0.57105,0.98749,0,0.82621,0.6488,0.74225,0.49783,0.81627,0.64008,0.73324,0.43547,0.80106,1.28048,0.6981,0.92444,0,0.00045285,0.00045285,0.00045285
71,3384.6,0.72238,1.13728,0.57606,0.98764,0,0.69445,0.7329,0.75071,0.48306,0.69099,0.73459,0.73217,0.41012,0.79336,1.31462,0.73621,0.92493,0,0.000438703,0.000438703,0.000438703
72,3432.04,0.73032,1.14906,0.57458,0.98508,0,0.73216,0.73518,0.7613,0.49773,0.74739,0.71656,0.74906,0.44177,0.78799,1.27203,0.68621,0.92035,0,0.000424556,0.000424556,0.000424556
73,3479.27,0.72123,1.15651,0.56083,0.97919,0,0.65355,0.73127,0.74191,0.4991,0.71465,0.68366,0.73489,0.43779,0.79113,1.28358,0.69596,0.92672,0,0.000410409,0.000410409,0.000410409
74,3526.73,0.7004,1.11993,0.59466,0.96661,0,0.70471,0.68869,0.72547,0.49424,0.69508,0.69588,0.71386,0.42434,0.79894,1.27946,0.69786,0.9243,0,0.000396262,0.000396262,0.000396262
75,3574.88,0.71447,1.13171,0.56154,0.97434,0,0.69421,0.69751,0.75134,0.50381,0.72033,0.68297,0.73162,0.43058,0.80088,1.26081,0.67935,0.93078,0,0.000382115,0.000382115,0.000382115
76,3622.61,0.71162,1.11228,0.57168,0.98074,0,0.61591,0.70164,0.65626,0.44679,0.61663,0.69085,0.63512,0.38132,0.80609,1.32323,0.73178,0.92769,0,0.000367967,0.000367967,0.000367967
77,3670.04,0.71003,1.13047,0.55768,0.97037,0,0.71677,0.68245,0.76392,0.50764,0.73913,0.67258,0.73935,0.43233,0.80681,1.28879,0.68476,0.93394,0,0.00035382,0.00035382,0.00035382
78,3717.4,0.70586,1.10716,0.55869,0.97618,0,0.70459,0.72593,0.74612,0.50157,0.71668,0.73063,0.74172,0.44436,0.79713,1.27465,0.68667,0.93605,0,0.000339673,0.000339673,0.000339673
79,3764.83,0.71975,1.1271,0.55812,0.97985,0,0.6583,0.70096,0.70045,0.47354,0.64493,0.69299,0.68115,0.42041,0.78503,1.26877,0.6968,0.91923,0,0.000325526,0.000325526,0.000325526
80,3812.36,0.70179,1.11354,0.56888,0.97157,0,0.69484,0.70429,0.75304,0.51351,0.68754,0.70584,0.73376,0.44214,0.79023,1.28229,0.68607,0.92929,0,0.000311379,0.000311379,0.000311379
81,3859.96,0.69718,1.07669,0.5358,0.96674,0,0.78967,0.71056,0.76586,0.52105,0.80921,0.71705,0.76695,0.45397,0.7901,1.2648,0.66704,0.92499,0,0.000297232,0.000297232,0.000297232
82,3907.63,0.69831,1.10303,0.5516,0.96867,0,0.72878,0.7241,0.75047,0.49318,0.76332,0.68651,0.73671,0.43381,0.78359,1.29557,0.68373,0.92191,0,0.000283085,0.000283085,0.000283085
83,3955.23,0.68957,1.09799,0.54285,0.97104,0,0.73892,0.69208,0.74982,0.51324,0.7595,0.69477,0.739,0.44573,0.78676,1.2853,0.67031,0.91833,0,0.000268938,0.000268938,0.000268938
84,4002.78,0.69615,1.12819,0.53687,0.96124,0,0.7035,0.65328,0.69983,0.47619,0.69414,0.66851,0.67672,0.40338,0.7815,1.29585,0.69762,0.91075,0,0.000254791,0.000254791,0.000254791
85,4050.22,0.67607,1.09558,0.53696,0.96184,0,0.68646,0.71668,0.72245,0.49514,0.68422,0.71656,0.70074,0.43018,0.78691,1.25787,0.68481,0.91792,0,0.000240644,0.000240644,0.000240644
86,4097.62,0.69749,1.0968,0.53482,0.96325,0,0.71171,0.70837,0.7432,0.50544,0.70788,0.702,0.7225,0.43871,0.78127,1.2859,0.6833,0.91987,0,0.000226497,0.000226497,0.000226497
87,4145.02,0.69532,1.0847,0.53388,0.96732,0,0.72529,0.7133,0.75119,0.51401,0.7604,0.70016,0.73526,0.44884,0.78516,1.27691,0.6765,0.9219,0,0.000212349,0.000212349,0.000212349
88,4192.51,0.67948,1.06731,0.52239,0.96348,0,0.73646,0.73312,0.76377,0.50638,0.75691,0.70178,0.75018,0.4414,0.78902,1.28432,0.66716,0.9245,0,0.000198202,0.000198202,0.000198202
89,4240.36,0.6702,1.07373,0.50558,0.95784,0,0.78278,0.68542,0.75621,0.50681,0.79684,0.68151,0.74732,0.43859,0.78078,1.2839,0.65478,0.92209,0,0.000184055,0.000184055,0.000184055
90,4287.68,0.6894,1.06808,0.52067,0.96798,0,0.75672,0.69198,0.75751,0.50095,0.76211,0.69848,0.7373,0.43489,0.77039,1.27473,0.65449,0.91862,0,0.000169908,0.000169908,0.000169908
91,4331.23,0.6608,1.05007,0.57116,0.93745,0,0.73581,0.72473,0.75144,0.50081,0.73466,0.68373,0.72235,0.42428,0.79808,1.30825,0.68159,0.93233,0,0.000155761,0.000155761,0.000155761
92,4374.74,0.66871,1.0348,0.55548,0.94859,0,0.77296,0.68038,0.75365,0.50873,0.77395,0.69339,0.74178,0.43653,0.77868,1.29818,0.66093,0.92392,0,0.000141614,0.000141614,0.000141614
93,4418.28,0.65217,1.0027,0.53231,0.93881,0,0.74108,0.6861,0.7441,0.50228,0.71373,0.68955,0.72674,0.43147,0.77601,1.30224,0.65402,0.92241,0,0.000127467,0.000127467,0.000127467
94,4462.01,0.66022,1.02136,0.52877,0.94623,0,0.79188,0.64172,0.73885,0.50301,0.69468,0.70417,0.72248,0.43999,0.77319,1.29143,0.65823,0.91662,0,0.00011332,0.00011332,0.00011332
95,4506.94,0.64901,1.01385,0.50471,0.93308,0,0.72787,0.68672,0.7429,0.50135,0.7287,0.68857,0.72023,0.43202,0.77519,1.30716,0.66269,0.91723,0,9.91726e-05,9.91726e-05,9.91726e-05
96,4553.5,0.64268,0.97704,0.53094,0.92754,0,0.6987,0.71684,0.73938,0.49575,0.70431,0.70395,0.7194,0.4317,0.78591,1.30354,0.67062,0.92113,0,8.50255e-05,8.50255e-05,8.50255e-05
97,4597.39,0.64956,0.99241,0.4984,0.93189,0,0.70891,0.70098,0.74015,0.49435,0.71154,0.70333,0.72303,0.43142,0.78526,1.31768,0.6679,0.92538,0,7.08784e-05,7.08784e-05,7.08784e-05
98,4640.94,0.6523,1.00877,0.50418,0.93012,0,0.68391,0.7528,0.7431,0.49904,0.68778,0.73923,0.72726,0.43368,0.77985,1.31371,0.66425,0.92051,0,5.67313e-05,5.67313e-05,5.67313e-05
99,4684.57,0.6436,1.02172,0.50215,0.92512,0,0.77065,0.67789,0.75142,0.5043,0.77896,0.68222,0.73756,0.44211,0.77756,1.31726,0.65667,0.92176,0,4.25842e-05,4.25842e-05,4.25842e-05
100,4728.25,0.65354,1.03632,0.4913,0.93803,0,0.77944,0.68624,0.75354,0.50516,0.7879,0.69079,0.73742,0.44291,0.77781,1.3167,0.65088,0.92386,0,2.84371e-05,2.84371e-05,2.84371e-05
